question,answer,source,language,url
उपरोक्त निर्दिष्ट राशियाँ डीईए निधि में कब जमा की जाती हैं?,"बैंकों को उपरोक्त प्रश्न संख्या 2 में निर्दिष्ट खातों में क्रेडिट शेष को लगातार निष्क्रिय अथवा दावा न की गई की स्थिति में 10 वर्ष पूरे होने के उपरांत महीने के अंतिम कार्य दिवस पर डीईए निधि में स्थानांतरित करना आवश्यक है। उदाहरण के लिए, अप्रैल के महीने में डीईए निधि में स्थानांतरित होने वाली जमा राशि (अर्थात्, 10 वर्षों के लिए दावा न की गई) को मई के महीने में अंतिम कार्य दिवस पर डीईए निधि में स्थानांतरित कर दिया जाएगा।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=131
क्या प्रश्न संख्या: 2 में वर्णित ऐसी राशियों पर अर्जित ब्याज भी डीईए निधि में स्थानांतरित किया जाता है?,हॉं. बैंकों को डीईए निधि में स्थानांतरण की तिथि पर अर्जित ब्याज सहित संपूर्ण राशि हस्तांतरित करना आवश्यक है।,RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=131
क्या ग्राहक/जमाकर्ता डीईए निधि से अपनी दावा न की गई राशि की वापसी का दावा कर सकते हैं?,"हॉं, अपने बैंकों से ग्राहक/जमाकर्ता अपनी अदावी राशि की वापसी का दावा कर सकते हैं। ग्राहक/जमाकर्ता अथवा उत्‍तराधिकारी(मृत जमाकर्ताओं के मामले में) द्वारा किए गए दावे के अनुरोध के आधार पर, बैंक ग्राहक/जमाकर्ता को ब्याज (केवल ब्याज वाले जमा खातों के मामले में लागू) के साथ भुगतान करेंगे और फिर ग्राहक/जमाकर्ता को भुगतान की गई समतुल्य राशि के लिए भारिबैं द्वारा बनाए गए डीईए निधि से धन वापसी के लिए दावा दर्ज करेंगे।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=131
क्या डीईए निधि से राशि का दावा करने के लिए ग्राहक/जमाकर्ता को कोई समय सीमा है?,"ग्राहक/जमाकर्ता द्वारा डीईए निधि से धन वापसी का दावा करने के लिए योजना में कोई विशिष्ट समय सीमा निर्धारित नहीं है। हालाँकि, ग्राहक/जमाकर्ता अथवा उत्तराधिकारियों (मृत जमाकर्ता के मामले में) को दावा न की गई राशि के बारे में पता चलते ही ऐसी राशि का दावा करने के लिए प्रोत्साहित किया जाता है।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=131
"यदि कोई बैंक परिसमापन के अधीन है, तो डीईए निधि से दावा करने की प्रक्रिया क्या है?","परिसमापन के तहत बैंक के मामले में, जमाकर्ता को दावे के लिए बैंक के परिसमापक से संपर्क करना होगा और परिसमापक निम्नलिखित प्रक्रिया के अनुसार दावे का निपटान करेगा। परिदृश्य 1: डीआईसीजीसी द्वारा शामिल की गई जमा राशि पर दावा- यदि किसी ग्राहक/जमाकर्ता की जमा राशि डीईए निधि में स्थानांतरण के समय डीआईसीजीसी बीमा द्वारा कवर की गई थी, तो परिसमापक डीआईसीजीसी से दावा की गई राशि के बराबर राशि का दावा कर सकता है (अर्थात वर्तमान में अर्जित राशि ब्याज सहित ₹5 लाख तक, यदि उसी अधिकार और क्षमता में लागू है1), और फिर जमाकर्ता को भुगतान करें। यदि उपरोक्त जमा राशि डीआईसीजीसी के बीमा कवर से अधिक है, तो परिसमापक केवल प्रतिपूर्ति के आधार पर डीआईसीजीसी बीमा कवर से अधिक राशि (अर्थात, ₹5 लाख से अधिक) का दावा करेगा। (अर्थात, परिसमापक सभी लागू आवश्यकताओं को पूरा करने के तहत जमाकर्ता को ऐसी राशि का भुगतान करेगा और उसके बाद प्रतिपूर्ति के लिए डीईए निधि में दावा प्रस्तुत करेगा) उदाहरण 1: एक ग्राहक/जमाकर्ता का बैंक में ₹4 लाख का जमा दावा था (उपार्जित ब्याज सहित), जो अब परिसमापन के अधीन है। जमा राशि का बीमा डीआईसीजीसी द्वारा उस समय किया गया था जब उक्त अदावी जमा को डीईए निधि में स्थानांतरित किया गया था। अब, यदि वह परिसमापन प्रक्रिया के दौरान इसका दावा करता/करती है, तो निम्नलिखित प्रक्रिया का पालन किया जाएगा: ग्राहक/जमाकर्ता/ उत्तराधिकारी परिसमापक को अपनी जमा राशि के लिए दावा प्रस्तुत करता है। परिसमापक आवश्यक सहायक दस्तावेजों के साथ डीईए निधि से ₹4 लाख के बराबर का दावा करता है। डीईए निधि परिसमापक को बीमाकृत जमा के बराबर राशि का भुगतान करेगा। (इस मामले में, अर्थात ₹4 लाख, क्योंकि डीआईसीजीसी बीमा कवर ₹5 लाख तक उपलब्ध है)। डीईए निधि से राशि प्राप्त करने के बाद, परिसमापक, ग्राहक/जमाकर्ता को भुगतान करेगा अर्थात् ₹4 लाख उदाहरण 2: एक ग्राहक/जमाकर्ता का बैंक में ₹6 लाख (उपार्जित ब्याज सहित) का जमा दावा था, जो अब परिसमापन के अधीन है। डीआईसीजीसी द्वारा जमा राशि का बीमा उस समय किया गया था जब उसकी अदावी जमा राशि को डीईए निधि में स्थानांतरित कर दिया गया था। अब, यदि वह परिसमापन प्रक्रिया के दौरान इसका दावा करता है, तो निम्नलिखित प्रक्रिया का पालन किया जाएगा: परिसमापक को ग्राहक/जमाकर्ता/ उत्तराधिकारी अपना/अपनी जमा राशि के लिए दावा प्रस्तुत करता है। परिसमापक आवश्यक सहायक दस्तावेजों के साथ डीईए निधि से ₹6 लाख के बराबर तक का दावा करता है। परिसमापक को डीईए निधि बीमाकृत जमा के बराबर राशि का ही भुगतान करेगा। (इस मामले में, अर्थात, ₹5 लाख, क्योंकि डीआईसीजीसी बीमा कवर ₹5 लाख तक उपलब्ध है)। परिसमापक शेष राशि (अर्थात ₹1 लाख) के लिए सभी लागू आवश्यकताओं को पूरा करने के अधीन जमाकर्ता को भुगतान करेगा और फिर प्रतिपूर्ति के माध्यम से डीईए निधि से इसके लिए दावा करेगा। परिदृश्‍य 2: डीआईसीजीसी में शामिल नहीं की गई जमा राशि पर दावा: डीईए निधि में स्थानांतरण के दौरान डीआईसीजीसी2 द्वारा शामिल नहीं की गई जमा राशि के संबंध में डीईए निधि द्वारा परिसमापक को भुगतान केवल प्रतिपूर्ति के आधार पर किया जाएगा (अर्थात, परिसमापक ग्राहक/जमाकर्ता को राशि निपटान करने के बाद ही प्रतिपूर्ति के रूप में मांग कर सकता है) जैसाकि उपरोक्‍त उदाहरण 2(iv) में उल्‍लेख किया गया है।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=131
उद्गम (UDGAM) पोर्टल क्या है?,"उद्गम (UDGAM) का तात्पर्य अदावी जमा-सूचना (Unclaimed Deposits-Gateway to Access information) तक पहुंचने का प्रवेश द्वार है, जो आरबीआई द्वारा विकसित एक ऑनलाइन पोर्टल है। यह पंजीकृत उपयोगकर्ताओं को केंद्रीकृत तरीके से एक ही स्थान पर कई बैंकों में अदावी जमा/खातों की खोज करने की सुविधा प्रदान करता है।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=132
क्या सभी बैंक उद्गम (UDGAM) पोर्टल का हिस्सा हैं? वे अदावी जमाराशियों के कितने प्रतिशत का प्रतिनिधित्व करते हैं?,"नहीं। 04 मार्च 2024 तक, 30 बैंक उद्गम (UDGAM) पोर्टल का हिस्सा हैं, और वे आरबीआई के जमाकर्ता शिक्षा और जागरूकता (डीईए) निधि में लगभग 90% अदावी जमा (मूल्य के संदर्भ में) को कवर करते हैं। इन बैंकों की सूची UDGAM के होम पेज (https://udgam.rbi.org.in/unclaimed-deposits/#/login) और आरबीआई की दिनांक 05 अक्टूबर 2023 को जारी प्रेस विज्ञप्ति पर उपलब्ध है। शेष बैंक भी इसमें शामिल होने की प्रक्रिया में हैं।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=132
उद्गम (UDGAM) पोर्टल में किस प्रकार की जमाराशियाँ/खाते शामिल हैं?,"सभी अदावी जमाराशियाँ/खाते जो आरबीआई के जमाकर्ता शिक्षा और जागरूकता (डीईए) निधि का हिस्सा हैं, उन्हें उद्गम (UDGAM) पोर्टल में खोजा जा सकता है। [कृपया डीईए निधि योजना, 2014 पर अक्सर पूछे जाने वाले प्रश्न देखें।].",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=132
उद्गम (UDGAM) पोर्टल पर (क) व्यक्तिगत और (ख) गैर-व्यक्तिगत की अदावी जमा राशि की खोज के लिए किस इनपुट की आवश्यकता है?,"उपयोगकर्ता को अपना नाम और मोबाइल नंबर प्रदान करके पोर्टल पर पंजीकरण करना आवश्यक है। (पोर्टल पर उपलब्ध उपयोगकर्ता मैनुअल (https://udgam.rbi.org.in/unclaimed-deposits/#/login) में पोर्टल पर पंजीकरण और उपयोग की विस्तृत प्रक्रिया को स्पष्ट किया गया है।) व्यक्तिगत: व्यक्तिगत श्रेणी में अदावी जमाराशियों की खोज के लिए, उपयोगकर्ता को खाताधारक का नाम, बैंक का नाम (एक या अधिक बैंकों का चयन किया जा सकता है) और पांच इनपुट में से कोई एक या अधिक इनपुट प्रदान करना होगा, अर्थात, स्थायी खाता संख्या (पैन), ड्राइविंग लाइसेंस नंबर, वोटर आईडी नंबर, पासपोर्ट नंबर और खाताधारक की जन्मतिथि। गैर-व्यक्तिगत: गैर-व्यक्तिगत श्रेणी में अदावी जमाराशियों की खोज के लिए, उपयोगकर्ता को संस्था का नाम, बैंक का नाम (एक या अधिक बैंकों का चयन किया जा सकता है) और चार इनपुट में से कोई एक या अधिक इनपुट प्रदान करना होगा। अर्थात, अधिकृत हस्ताक्षरकर्ता का नाम, स्थायी खाता संख्या (पैन), कॉर्पोरेट पहचान संख्या (सीआईएन) और निगमन की तिथि। अगर उपर्युक्त में से कोई भी जानकारी उपलब्ध न हो, उपयोगकर्ता खोज करने के लिए ऊपर उल्लिखित इन इनपुट के स्थान पर खाताधारक अथवा संस्था का पता (जैसा भी मामला हो) टाइप कर सकता है।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=132
क्या उपयोगकर्ता उद्गम (UDGAM) पोर्टल के माध्यम से अथवा आरबीआई से अपनी अदावी जमा राशि का निपटान/दावा कर सकता है?,"नहीं, UDGAM पोर्टल केवल (क) एक ही स्थान पर कई बैंकों में अदावी जमा राशि/खातों की खोज की सुविधा प्रदान करता है और (ख) प्रत्येक बैंक के दावे/निपटान प्रक्रिया पर जानकारी प्रदान करता है (जो खोज परिणाम में उपलब्ध होगी)। अदावी जमा राशि का दावा केवल संबंधित बैंक से ही किया जा सकता है।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=132
अदावी जमा राशि संदर्भ संख्या (यूडीआरएन) क्या है?,"यूडीआरएन बैंकों द्वारा कोर बैंकिंग सॉल्यूशन (सीबीएस) के माध्यम से उत्पन्न एक अद्वितीय (unique) संख्या है और इसे आरबीआई के जमाकर्ता शिक्षा और जागरूकता (डीईए) निधि में हस्तांतरित प्रत्येक अदावी खाते/जमा राशि को सौंपा जाता है। इस नंबर का उपयोग इसलिए किया जाता है ताकि खाताधारक अथवा जिस बैंक शाखा में खाता है, उसे कोई तीसरा पक्ष पहचान न सके। यूडीआरएन बैंक शाखाओं को उन ग्राहकों/जमाकर्ताओं से प्राप्त दावों को निर्बाध रूप से निपटाने में सक्षम बनाता है, जिन्होंने उद्गम (UDGAM) पोर्टल में उक्त दावों की सफल खोज की है। उद्गम (UDGAM) पोर्टल पर शामिल सभी 30 बैंकों द्वारा पोर्टल के विकास के दौरान यूडीआरएन जनरेट करने के लिए आवश्यक अनिवार्यताओं को बनाए रखने का अनुरोध किया गया है।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=132
नवंबर 2023 को रिफंड - 30 अक्टूबर 2023 को की गई खरीद रद्द करने के लिए,"मामला I - यदि कार्डधारक स्पष्ट सहमति देता है, तो धनवापसी राशि समायोजित की जाएगी। मामला II - यदि कार्डधारक सहमति प्रदान नहीं करता है या रिफंड के समायोजन के लिए कोई उत्तर प्राप्त नहीं होता है, तो रिफंड राशि पैरा 10(ज) के अनुरूप कार्डधारक के बैंक खाते में जमा की जाएगी। प्रश्न 9. क्या कोई कार्डधारक क्रेडिट कार्ड के बिलिंग चक्र को किसी भी तारीख तक संशोधित कर सकता है? यदि हां, तो संशोधन करने के लिए कार्डधारक के पास क्या विकल्प उपलब्ध हैं? उत्तर: कार्डधारक को कम से कम एक बार बिलिंग चक्र के आरंभ या समापन दिन के रूप में किसी भी तारीख को चुनने का विकल्प प्रदान किया जाएगा। इसके अलावा, कार्ड-जारीकर्ता कई चैनलों जैसे हेल्पलाइन, समर्पित ई-मेल-आईडी, इंटरएक्टिव वॉयस उत्तर (आईवीआर), इंटरनेट बैंकिंग, मोबाइल-एप्लिकेशन और किसी भी अन्य मोड के माध्यम से बिलिंग चक्र को संशोधित करने का विकल्प प्रदान कर सकते हैं। प्रश्न 10. क्या कोई कार्ड-जारीकर्ता स्वीकृत क्रेडिट सीमा से अधिक क्रेडिट कार्ड का उपयोग करने की अनुमति दे सकता है और ओवरलिमिट प्रभार ले सकता है? उत्तर: धोखाधड़ी न्यूनतमकरण तंत्र के रूप में, स्वीकृत क्रेडिट सीमा (अर्थात, ओवरलिमिट) से अधिक क्रेडिट कार्ड का उपयोग करने के लिए कार्डधारक की पूर्व स्पष्ट सहमति की आवश्यकता होती है। इसके अलावा, कार्डधारक को कार्ड-जारीकर्ता के प्लेटफॉर्म जैसे इंटरनेट, मोबाइल बैंकिंग या किसी अन्य उपयुक्त माध्यम पर उपलब्ध लेनदेन नियंत्रण तंत्र के माध्यम से ओवरलिमिट के विकल्प को सक्षम या अक्षम करने का विकल्प दिया जाएगा। जब तक ओवरलिमिट सुविधा के लिए कार्डधारक से स्पष्ट सहमति प्राप्त नहीं की जाती है, तब तक ना तो कोई ओवरलिमिट प्रदान की जा सकती है ना ही ओवरलिमिट प्रभार लगाया जा सकता है। प्रश्न 11. क्या ओवरलिमिट प्रभार लगाने के उद्देश्य से कार्डधारक की क्रेडिट सीमा उपयोग की गणना के लिए ब्याज, कर या किसी अन्य प्रभार पर विचार किया जा सकता है? उत्तर: कार्डधारक की क्रेडिट सीमा के उपयोग की गणना करने और ओवरलिमिट प्रभार लगाने के उद्देश्य से क्रेडिट कार्ड पर ब्याज या कोई शुल्क/प्रभार शामिल नहीं किया जाएगा। प्रश्न 12. क्या क्रेडिट कार्ड की बकाया राशि का दायित्व केवल मूल कार्डधारक का है? उत्तर: हाँ, बकाया राशि का दायित्व पूरी तरह से मूल कार्डधारक का होगा, ऐड-ऑन कार्डधारक का नहीं। हालाँकि, अंतर्राष्ट्रीय क्रेडिट कार्ड की बकाया राशि का निपटान फेमा नियमों के अनुसार भी नियंत्रित किया जाएगा। इसके अलावा, व्यावसायिक क्रेडिट कार्ड के मामले में भुगतान करने की ज़िम्मेदारी सहमत नियमों और शर्तों द्वारा नियंत्रित की जाएगी। प्रश्न 13. क्या कार्ड जारीकर्ताओं को डेबिट और क्रेडिट कार्ड पर बीमा कवर प्रदान करने की आवश्यकता है? उत्तर: रिज़र्व बैंक द्वारा डेबिट अथवा क्रेडिट कार्ड पर बीमा कवर की कोई आवश्यकता निर्धारित नहीं की गई है। हालाँकि, यदि कोई कार्ड-जारीकर्ता अथवा कार्ड भुगतान नेटवर्क मानार्थ या प्रभार्य (कार्डधारक की सहमति से) बीमा कवर प्रदान करता है, तो कार्ड-जारीकर्ता द्वारा यह सुनिश्चित किया जाएगा कि प्रासंगिक नामांकन विवरण बीमा कंपनी द्वारा दर्ज किया गया है और प्रत्येक विवरण में अन्य जानकारी के साथ बीमा की उपलब्धता भी शामिल है। जानकारी में बीमा कवर, बीमा कंपनी का नाम/पता और टेलीफोन नंबर से संबंधित विवरण भी शामिल होगा जो बीमा कवर से संबंधित दावों को संभालेगा। समूह बीमा पॉलिसी के मामले में, कार्ड-जारीकर्ता के संबंधित अधिकारियों का संपर्क विवरण निर्धारित प्रारूप में प्रदान किया जाएगा। प्रश्न 14. क्या कार्ड जारीकर्ता एक कार्ड के लिए एक से अधिक सह-ब्रांडिंग साझेदार के साथ साझेदारी कर सकता है? प्रश्न 15. क्या व्यवसाय संवाददाता (बीसी) अथवा प्रौद्योगिकी सेवा प्रदाता के रूप में कार्य करने वाले सह-ब्रांडिंग भागीदार को कार्डधारक के लेनदेन डेटा तक पहुंच की अनुमति दी जा सकती है? उत्तर: कार्ड जारीकर्ता के लिए बीसी अथवा प्रौद्योगिकी सेवा प्रदाता के रूप में कार्य करने वाला एक सह-ब्रांडिंग भागीदार (सीबीपी) ऐसी गतिविधियों के लिए आरबीआई द्वारा जारी निर्देशों में निर्धारित नियमों का पालन करेगा। हालाँकि, सीबीपी को कार्ड जारीकर्ता द्वारा दी गई किसी भी अन्य सेवा के बावजूद कार्ड लेनदेन डेटा तक पहुंच नहीं होगी। ग्राहक सुविधा के उद्देश्य से, कार्ड लेनदेन से संबंधित डेटा सीधे कार्ड-जारीकर्ता के सिस्टम से एन्क्रिप्टेड रूप में निकाला जा सकता है और मजबूत सुरक्षा के साथ सीबीपी के प्लेटफॉर्म पर प्रदर्शित किया जा सकता है। सीबीपी के प्लेटफ़ॉर्म के माध्यम से प्रदर्शित जानकारी केवल कार्डधारक को दिखाई देगी और सीबीपी द्वारा न तो इसे एक्सेस किया जाएगा और न ही संग्रहीत किया जाएगा। प्रश्न 16. क्या क्रेडिट कार्ड को निष्क्रिय करना/अवरुद्ध करना कार्ड खाते को बंद करने के समान है? उत्तर: नहीं, क्रेडिट कार्ड को डी-एक्टिवेट/ब्लॉक करने से कार्डधारक की कार्ड-जारीकर्ता के साथ क्रेडिट/अकाउंट संबंध बनाए रखते हुए क्रेडिट कार्ड खाते में कोई भी लेनदेन करने की क्षमता अस्थायी रूप से घट जाती है। दूसरी ओर, क्रेडिट कार्ड को बंद करना कार्डधारक और कार्ड-जारीकर्ता के बीच खाता-आधारित संबंध को समाप्त करने के समान है। बंद करने के अनुरोध को एमडी के पैरा 8 में निर्धारित सात कार्य दिवसों के भीतर स्वीकार किया जाना चाहिए। हालाँकि, यदि बकाया राशि का भुगतान बाकी है, तो कार्ड-जारीकर्ता द्वारा बिलिंग चक्र पूरा होने की प्रतीक्षा किए बिना क्लोजर अनुरोध प्राप्त होने पर कार्डधारक को ऐसी बकाया राशि के बारे में विवरण प्रदान किया जाएगा और तदनुसार उसे क्लोजर प्रक्रिया को पूरा करने के लिए भुगतान करने की सूचना दी जाएगी। ऐसे मामलों में, सात कार्य दिवसों की निर्धारित समय-सीमा की गणना कार्डधारक द्वारा बकाया राशि का भुगतान करने में लिए गए दिनों की संख्या को छोड़कर की जाएगी। कार्ड जारीकर्ता को कार्ड खाता बंद करने के बारे में सीआईसी को उचित रूप से रिपोर्ट भी करनी होगी। प्रश्न 17. कार्ड जारीकर्ता के विरुद्ध शिकायत दर्ज करने की प्रक्रिया क्या है? उत्तर: अपनी शिकायत के निवारण के लिए, ग्राहक को पहले संबंधित कार्ड-जारीकर्ता से संपर्क करना होगा। यदि कार्ड-जारीकर्ता शिकायत दर्ज करने के 30 दिनों की अवधि के भीतर जवाब नहीं देता है या शिकायत को पूर्णतः/आंशिक रूप से अस्वीकार कर देता है या यदि ग्राहक कार्ड-जारीकर्ता द्वारा दिए गए उत्तर/समाधान से संतुष्ट नहीं है, तो ग्राहक निम्नलिखित में से किसी भी तरीके के माध्यम से लोकपाल, रिज़र्व बैंक के पास अपनी शिकायत दर्ज कर सकता है: https://cms.rbi.org.in पर ऑनलाइन। रिज़र्व बैंक - एकीकृत लोकपाल योजना, 2021 के अनुलग्नक 'ए' में निर्दिष्ट फॉर्म में प्रत्यक्ष शिकायत (पत्र/पोस्ट) ""केंद्रीकृत रसीद और प्रसंस्करण केंद्र, चौथी मंजिल, भारतीय रिज़र्व बैंक, सेक्टर -17, सेंट्रल विस्टा, चंडीगढ़ - 160017”",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=133
डिजिटल रुपया क्या है?,"डिजिटल रुपया या ई₹, भारत की केंद्रीय बैंक डिजिटल मुद्रा (सीबीडीसी) है। यह भारत की भौतिक मुद्रा, रुपया (₹) का डिजिटल रूप है। ई₹ को भारतीय रिज़र्व बैंक (आरबीआई) द्वारा डिजिटल रूप में जारी किया जाता है और यह भौतिक मुद्रा के समतुल्य है। ई₹ में भौतिक नकदी के समतुल्य विशेषताएँ होती हैं जैसे कि उपयोग की सुविधा, आरबीआई की गारंटी, निपटान की अंतिमता, आदि। ई₹ को उपयोगकर्ता के डिजिटल वॉलेट में संग्रहित किया जाता है और इसका उपयोग पैसे प्राप्त करने/भेजने और/या लेनदेन के लिए भुगतान करने के लिए किया जा सकता है, ठीक उसी प्रकार से जैसे किसी भी भौतिक रुपया (₹) नोट का उपयोग होता है। भारत के केंद्रीय बैंक डिजिटल मुद्रा का लोगो और टैगलाइन निम्नवत है:",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=137
"ई₹, को कैसे रखा जा सकता है और इसका किस प्रकार उपयोग किया जा सकता है?",ई₹ को बैंकों और गैर-बैंकों द्वारा व्यक्ति-से-व्यक्ति भुगतान या व्यक्ति-से-व्यापारी लेनदेन के लिए पेश किए गए ई₹ वॉलेट के माध्यम से रखा और लेन-देन किया जा सकता है। कोई व्यक्ति प्ले स्टोर या ऐप स्टोर से ई₹ ऐप डाउनलोड करके और ऐप निर्देशों का पालन करके ई₹ वॉलेट का उपयोग प्रारंभ कर सकता है। ई₹ वॉलेट का उपयोग करने के विस्तृत निर्देशों को वॉलेट प्रदान करने वाले बैंकों और गैर-बैंकों से जाँचा जा सकता है। व्यापारियों को भुगतान सीबीडीसी-क्यूआर कोड या संबंधित व्यापारी स्थान पर उपलब्ध यूपीआई-क्यूआर कोड को स्कैन करके किया जा सकता है।,RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=137
ई₹ वॉलेट क्या है?,"ई₹ वॉलेट एक डिजिटल वॉलेट है जिसे ग्राहक के मोबाइल फोन/डिवाइस पर खोला जा सकता है। ई₹ वॉलेट डिजिटल रुपए को स्टोर करता है, ठीक वैसे ही जैसे वॉलेट/पर्स में भौतिक मुद्रा को स्टोर किया जाता है। ई₹ वॉलेट वर्तमान में बैंकों और गैर-बैंकों द्वारा प्रदान किए जा रहे हैं, जो खुदरा सीबीडीसी पायलट का हिस्सा हैं।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=137
क्या ई₹ वॉलेट सुरक्षित हैं?,"ई₹ वॉलेट सुरक्षित और संरक्षित हैं। उपयोगकर्ताओं के वॉलेट में ई₹ की सुरक्षा को सुनिश्चित करने हेतु , एक सुदृढ़ साइबर सुरक्षा प्रणाली लागू की गई है। ई₹ वॉलेट में संग्रहित ई₹ सुरक्षित रहता है क्योंकि यदि वह मोबाइल डिवाइस खो भी जाए, तो भी हम उसी फोन नंबर/सिम का उपयोग करके नए मोबाइल डिवाइस पर ई₹ वॉलेट को पुनः सक्रिय या पुनः प्राप्त कर सकते हैं।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=137
डिजिटल रुपया का निर्माण कैसे किया जाता है और उनको जारी कैसे किया जाता है?,"खुदरा ई₹ का निर्माण और निर्गमन कागजी मुद्रा जारी करने की व्यवस्था के समान है, अर्थात आरबीआई ई₹ का निर्माण करता है और उन्हें इलेक्ट्रॉनिक रूप से बैंकों और गैर-बैंकों को जारी करता है। इसके पश्चात, बैंक और गैर-बैंक अपने ग्राहकों के लिए उनके मोबाइल फोन पर ई₹वॉलेट खोलने और उन्हें ऑनबोर्ड करने की सुविधा प्रदान करने के लिए जिम्मेदार हैं। दिनांक 01 दिसंबर, 2022 से खुदरा खंड (आम जनता के लिए) के अंतर्गत ई₹ जारी करना, वितरण और उपयोग पायलट मोड में लाइव है। देश भर में पहचाने गए पायलट बैंकों और गैर-बैंकों के उपयोगकर्ता और व्यापारी ई₹ का उपयोग कर सकते हैं।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=137
ई₹ पायलट का लक्ष्य क्या है?,"ई₹ पायलट सीमित पैमाने पर नियंत्रित रोल-आउट है, जिसका उद्देश्य ई₹ की तकनीक, वास्तुकला, मापनीयता, अनुप्रयोग, सुविधाएँ, उपयोग-मामले और स्वीकृति का परीक्षण करना है। इस पायलट का उद्देश्य ई₹ का निर्माण, वितरण, उपयोग आदि की पूरी प्रक्रिया की मजबूती का परीक्षण करना भी है।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=137
ई₹ का उपयोग किसके द्वारा किया जा सकता है?,"वर्तमान में, देश भर में निश्चित किए गए पायलट बैंकों और गैर-बैंकों के उपयोगकर्ता और व्यापारी ई₹ का इस्तेमाल कर सकते हैं। ये ग्राहक बैंक या गैर-बैंक का ई₹ ऐप डाउनलोड करने के पश्चात, खुद को पंजीकृत कर सकते हैं तथा ई₹ वॉलेट का उपयोग प्रारंभ कर पायलट में भाग ले सकते हैं।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=137
क्या बैंकिंग घंटों के बाहर किसी के बैंक खाते से डिजिटल रुपए का लेन-देन किया जा सकता है?,"जी, हां। ई₹ को सप्ताह में 24 घंटे x 7 दिन, बैंक खाते से ई₹ वॉलेट में/ से लोड/रिडीम/ट्रांसफर किया जा सकता है।",RBI,hi,https://www.rbi.org.in/hindi/Scripts/Faqs.aspx?ID=137
